,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0009898,CC,GO:0009898,cytoplasmic side of plasma membrane,17/2761,45/8025,0.369056643,0.705017967,0.580635052,BLK/CHMP4C/FRK/GNA13/GNA14/GNAI3/GNAT1/GNB3/GNG12/GNG13/JAK2/KRAS/PTP4A1/PTPN4/RAB21/TRAF5/TRAF6,17
GO:0005776,CC,GO:0005776,autophagosome,12/2761,31/8025,0.369529607,0.705017967,0.580635052,ATG12/ATP6AP2/BECN1/CHMP2B/NCOA4/OPTN/PIK3C3/SH3GLB1/STING1/STX17/VPS11/VPS33A,12
GO:0045202,CC,GO:0045202,synapse,114/2761,322/8025,0.370608467,0.705017967,0.580635052,ABHD17B/ACTB/ADAM10/ADD3/ADGRL2/ADORA1/ADRA2A/ANXA9/AP2B1/APBA3/APP/APPL1/ATAD1/ATP2B1/ATP6AP2/ATP6V1G2/BAALC/BMPR2/C1QC/CACNB1/CACNG7/CADPS2/CAMK2N1/CAPRIN1/CBLN3/CHAT/CHRDL1/CLCN5/CLN3/CLSTN3/CNTN5/COPS4/COPS5/CPEB4/CTBP2/DLG3/DMD/DNAJC6/DRD1/DTNBP1/EFNB3/EIF2S1/EIF2S2/EIF3A/ERC1/EXT1/FLOT1/FMR1/FXR1/FZD3/GABRP/GAP43/GHRH/GPER1/GRIA4/HAPLN2/HTR1B/HTR2B/HTR4/KCND3/KCNJ9/LGI1/LGI3/LIN7C/LRRTM2/LY6G6D/LYPD1/MAP1B/MAPK14/MAPK9/NCSTN/NRP1/NTS/OGT/PAFAH1B1/PALMD/PLAA/PLD1/PNOC/PORCN/PPP2R2A/PRKAR1A/PRSS12/RAB11A/RAB26/RAB3A/RAB5A/RAP1A/RGS14/RHOB/RNF19A/ROCK1/RPS6KB1/SCAMP1/SCGN/SLC18A2/SLC18B1/SLC1A1/SLC1A6/SLITRK3/SNAP23/SNAPIN/SNCG/SRCIN1/SV2A/SYN1/SYNC/SYNGR3/SYP/TAMALIN/TMOD2/TPBG/VPS11/ZC4H2,114
GO:0005643,CC,GO:0005643,nuclear pore,8/2761,20/8025,0.377034764,0.710632344,0.585258912,CHMP2B/MAD2L1/NUP133/NUP188/NUP214/NUP54/NUP85/NXT2,8
GO:0035861,CC,GO:0035861,site of double-strand break,8/2761,20/8025,0.377034764,0.710632344,0.585258912,ASF1A/CHD1L/DMC1/INTS3/RAD18/RNF138/SHLD2/SMC6,8
GO:0016592,CC,GO:0016592,mediator complex,9/2761,23/8025,0.390276798,0.725560047,0.597552992,HAVCR2/MED1/MED12/MED14/MED16/MED17/MED19/MED4/MED6,9
GO:0097733,CC,GO:0097733,photoreceptor cell cilium,9/2761,23/8025,0.390276798,0.725560047,0.597552992,GNAT1/HNF1A/IFT52/LCA5/MAP1B/PEX6/PIP4K2A/RAB27A/TOPORS,9
GO:1905348,CC,GO:1905348,endonuclease complex,9/2761,23/8025,0.390276798,0.725560047,0.597552992,EME1/MUS81/PRKRA/RAG1/RPP25/RPP30/TRMT10C/TSEN2/TSNAX,9
GO:0000421,CC,GO:0000421,autophagosome membrane,5/2761,12/8025,0.399321355,0.729629374,0.600904387,ATP6AP2/CHMP2B/SH3GLB1/STING1/STX17,5
GO:0097546,CC,GO:0097546,ciliary base,5/2761,12/8025,0.399321355,0.729629374,0.600904387,CFAP36/CFAP418/FANK1/IFT52/MOK,5
GO:0019867,CC,GO:0019867,outer membrane,28/2761,77/8025,0.399601418,0.729629374,0.600904387,ACSL1/ATAD1/BCL2A1/BECN1/BNIP3L/CPT1A/CYB5A/FUNDC1/GPAM/HK2/HK3/HKDC1/KMO/LTC4S/MFN1/MGST1/MTX2/MTX3/RAB32/RETSAT/RSAD2/SFXN2/SH3GLB1/SLC25A46/SLC44A2/SOX10/STING1/TOMM40L,28
GO:0031968,CC,GO:0031968,organelle outer membrane,28/2761,77/8025,0.399601418,0.729629374,0.600904387,ACSL1/ATAD1/BCL2A1/BECN1/BNIP3L/CPT1A/CYB5A/FUNDC1/GPAM/HK2/HK3/HKDC1/KMO/LTC4S/MFN1/MGST1/MTX2/MTX3/RAB32/RETSAT/RSAD2/SFXN2/SH3GLB1/SLC25A46/SLC44A2/SOX10/STING1/TOMM40L,28
GO:0005730,CC,GO:0005730,nucleolus,103/2761,293/8025,0.413765032,0.750282248,0.617913575,ACTR6/AFF4/AGPAT5/AGTPBP1/ARFGEF1/ARL4A/ARL6IP4/BCL6/BMS1/C1D/CBX5/CCR2/CDCA7L/CENPH/DCAF13/DDX21/DDX55/DIMT1/E2F5/E2F8/EIF3A/ESF1/ETV6/FGF18/FMR1/FOXA1/FRG1/GNAI3/GNL3/GPER1/GTF3C3/H1-10/HJURP/HOMEZ/HOXB5/HUS1/KRR1/LEO1/LIN28A/LLPH/LSM6/MBIP/MEAK7/MED1/N4BP1/NAA50/NEPRO/NFIB/NOC3L/NOL11/NOL8/NUAK1/OARD1/ORC4/OXR1/PDK3/PHF8/PLSCR1/POLR1F/PPP1CB/PPP1CC/PTPN6/PUM3/RARS1/RBPJ/RCN2/RNF20/RPP30/RPS6/RPS6KA6/SBDS/SCAF11/SCD/SDAD1/SFR1/SMUG1/SNAPC1/SNAPC3/SNAPC5/SNRNP35/SRP19/STAT1/STOX1/SUZ12/TCIM/TERF1/THAP2/TMEM179B/TOP2A/TOP2B/TP53/TSPYL2/TXK/UBLCP1/UPF3B/UTP15/UTP18/WEE1/ZBTB33/ZNF146/ZNF174/ZNF346/ZZZ3,103
GO:0036477,CC,GO:0036477,somatodendritic compartment,54/2761,152/8025,0.414581389,0.750282248,0.617913575,ABHD13/ADAM10/ADORA1/APP/ATP6AP2/BMPR2/CPEB4/DPYSL2/DRD1/DTNBP1/DYRK1A/EPHB3/ERO1A/FMR1/FXR1/FZD3/GAP43/GHRH/GNB3/GNG13/HDAC6/HSP90AA1/HTR2B/IFT52/INPP5F/KCND3/KCNE3/KCNN1/KLHL14/KREMEN1/MAP1B/MTOR/PAFAH1B1/PALMD/PNOC/POLR2M/PRKAA2/PRSS12/RAB27A/RAB5A/RGS14/RPS6/RUFY3/SCGN/SHTN1/SLC12A2/SLC1A1/SNCG/STRN/SYN1/TPBG/TRIM9/ZC4H2/ZWINT,54
GO:0005811,CC,GO:0005811,lipid droplet,12/2761,32/8025,0.420275544,0.757236553,0.623640965,ACSL4/ATG2A/ATG2B/CIDEA/HSD3B7/LDAH/LPCAT1/PLIN1/PLIN2/RAB18/RSAD2/TRAF6,12
GO:0005741,CC,GO:0005741,mitochondrial outer membrane,26/2761,72/8025,0.42321414,0.759186769,0.625247114,ACSL1/ATAD1/BCL2A1/BECN1/BNIP3L/CPT1A/CYB5A/FUNDC1/GPAM/HK2/HK3/HKDC1/KMO/MFN1/MGST1/MTX2/MTX3/RAB32/RSAD2/SFXN2/SH3GLB1/SLC25A46/SLC44A2/SOX10/STING1/TOMM40L,26
GO:0098794,CC,GO:0098794,postsynapse,42/2761,118/8025,0.426392936,0.760570265,0.626386526,ABHD17B/ACTB/ADAM10/ADD3/ADGRL2/ADORA1/AP2B1/APP/ATAD1/ATP6AP2/BAALC/BMPR2/C1QC/CACNG7/CAMK2N1/CPEB4/DLG3/DMD/DNAJC6/DRD1/DTNBP1/EIF3A/FMR1/FXR1/GABRP/GRIA4/KCND3/LIN7C/LRRTM2/MAP1B/NRP1/PALMD/RAB11A/RAB3A/RAB5A/RGS14/RNF19A/SLC1A1/SLITRK3/SRCIN1/SYN1/ZC4H2,42
GO:0016591,CC,GO:0016591,"RNA polymerase II, holoenzyme",13/2761,35/8025,0.42814238,0.760570265,0.626386526,CCNH/CDK7/GTF2E2/GTF2H3/LEO1/MNAT1/PEX2/POLR2M/RPRD1A/RPRD2/TAF4B/TAF9/TAF9B,13
GO:0042734,CC,GO:0042734,presynaptic membrane,7/2761,18/8025,0.429564135,0.760570265,0.626386526,ATP2B1/CNTN5/DNAJC6/EFNB3/FMR1/KCNJ9/SLC1A6,7
GO:0005884,CC,GO:0005884,actin filament,9/2761,24/8025,0.449670586,0.792738232,0.652879254,ACTA1/CARMIL1/GDPD2/MYO6/POF1B/RHOQ/TPM1/TPM4/VPS11,9
GO:0031984,CC,GO:0031984,organelle subcompartment,156/2761,449/8025,0.456558532,0.80142678,0.660034923,ACSL1/AFTPH/AGPAT5/ALG11/ALG6/ALG8/ALOX5AP/ANKS4B/ARL1/ARL5B/ATG2A/ATG2B/ATL2/ATP6AP2/ATP7A/B4GALT3/B4GALT6/BECN1/BICD1/BPNT2/CALR3/CAMK2D/CDKAL1/CHPT1/CLGN/CLN3/CSGALNACT2/CYB5A/CYP1A1/CYP1A2/CYP2U1/CYP4A21/CYP51A1/CYP7A1/CYP8B1/DHRS9/DIO1/DNAAF6/DPAGT1/DPEP1/DPM1/DRD1/DTNBP1/DUOXA2/ELOVL3/EPM2AIP1/ERG28/ERGIC2/ERO1A/EXT1/EXTL1/FA2H/FADS1/FITM1/FMO3/FUT2/FUT8/GCC2/GGA2/GNAI3/GOLPH3L/GOLT1A/GOSR1/GPER1/GRAMD1B/GRAMD1C/ICMT/INSIG1/INSIG2/KLHL20/KLHL41/KPNB1/KTN1/LNPK/LTC4S/MAGT1/MBLAC2/MGST1/MMGT1/MRAP2/MSMO1/MX1/NSF/NUS1/OPTN/ORMDL1/PARP8/PCSK2/PHETA2/PIGH/PIGK/PIGP/PIGV/PIK3R1/PKD2/PNPLA6/POMT1/PORCN/POSTN/PTGIS/RAB11A/RAB14/RAB18/RAB21/RAB29/RAB32/REEP3/RELCH/RETREG1/RETSAT/RNF139/RNF26/RPN2/RSAD2/SAR1B/SCAMP1/SCAP/SCD/SCD5/SEC22C/SEC24A/SEC31B/SEC62/SEC63/SERP1/SLC10A7/SLC24A5/SLC27A2/SLC35G1/SLC37A2/SLC37A4/SLC51A/SOAT1/SQLE/SREBF1/STING1/STT3B/STX10/STX17/TAP2/TMCO1/TMED10/TMED5/TMED6/TMED7/TMEM170A/TMEM174/TMX3/TRAPPC6B/UBA5/VKORC1L1/VPS53/VRK2/YIPF5/YIPF6/ZDHHC6,156
GO:0043005,CC,GO:0043005,neuron projection,95/2761,273/8025,0.467845071,0.811096102,0.667998334,ABHD13/ACADM/ACTB/ACTR10/ADAM10/ADORA1/AGTPBP1/APP/ATAT1/ATCAY/ATP1A1/ATP6AP2/BAALC/BLOC1S6/BMPR2/CALCR/CAMK2D/CHAT/CLN3/CNTN5/CPEB4/DCX/DLG3/DPYSL2/DRD1/DTNBP1/DYRK1A/EPHB3/ERO1A/FMR1/FXR1/FZD3/GAP43/GHRH/GHRL/GHSR/GNAT1/GNB3/GNG13/HAPLN2/HDAC6/HNF1A/HTR2B/IFT52/IGF1R/INPP5F/KCND3/KCNE3/KCNN1/KLHL14/LCA5/LGI3/MAP1B/MAP3K12/MTOR/NFIB/NHERF1/NMB/NRN1L/NRP1/NTRK3/NTS/OPRL1/PAFAH1B1/PALMD/PEX6/PIP4K2A/PNOC/PRKAA2/PRPH/PRSS12/RAB21/RAB27A/RAB3A/RAB5A/RAP1A/RGS14/RPS6/RUFY3/SCGN/SHTN1/SLC12A2/SLC18A2/SLC1A1/SNAP23/SNAPIN/SNCG/SPAST/STRN/SV2A/SYN1/TOPORS/TPBG/TRIM9/ZWINT,95
GO:0000178,CC,GO:0000178,exosome (RNase complex),4/2761,10/8025,0.469999453,0.811096102,0.667998334,C1D/CARHSP1/EXOSC9/MTREX,4
GO:0030057,CC,GO:0030057,desmosome,4/2761,10/8025,0.469999453,0.811096102,0.667998334,JUP/KLHL24/PNN/POF1B,4
GO:1905354,CC,GO:1905354,exoribonuclease complex,4/2761,10/8025,0.469999453,0.811096102,0.667998334,C1D/CARHSP1/EXOSC9/MTREX,4
GO:1904949,CC,GO:1904949,ATPase complex,22/2761,62/8025,0.476444921,0.818764592,0.674313909,ACTL6A/ACTR6/ATP5ME/ATP5PB/ATP6/ATP6V0A1/ATP6V0A2/ATP6V1A/ATP6V1G2/ATP8/BAZ1A/BCL7A/CHDH/DDX21/HDAC2/ING3/INO80/RBBP7/RSF1/SMARCA4/SUZ12/UCHL5,22
GO:0016529,CC,GO:0016529,sarcoplasmic reticulum,5/2761,13/8025,0.481171061,0.823426628,0.678153445,CAMK2D/HSP90B1/KLHL41/RASD1/SLN,5
GO:0099634,CC,GO:0099634,postsynaptic specialization membrane,6/2761,16/8025,0.489797018,0.834695752,0.687434412,CACNG7/DLG3/KCND3/LIN7C/LRRTM2/SLITRK3,6
GO:0016528,CC,GO:0016528,sarcoplasm,7/2761,19/8025,0.49685831,0.836275921,0.688735799,BCL9/CAMK2D/DTNBP1/HSP90B1/KLHL41/RASD1/SLN,7
GO:0055038,CC,GO:0055038,recycling endosome membrane,7/2761,19/8025,0.49685831,0.836275921,0.688735799,ABHD17B/RAB11A/RAB11FIP4/RAP2C/SCAMP1/SLC1A1/SLC9A6,7
GO:0101031,CC,GO:0101031,protein folding chaperone complex,7/2761,19/8025,0.49685831,0.836275921,0.688735799,BBS10/CCT2/CCT6A/CCT8/DNAAF2/HSPD1/PTGES3,7
GO:0098862,CC,GO:0098862,cluster of actin-based cell projections,9/2761,25/8025,0.508117905,0.849280177,0.699445777,ACTB/ADD3/ANKS4B/GNA13/LCTL/LIMA1/NHERF1/PAFAH1B1/PDZK1,9
GO:0090575,CC,GO:0090575,RNA polymerase II transcription regulator complex,32/2761,92/8025,0.508929941,0.849280177,0.699445777,ADNP/BATF2/BCL9/CBX3/CCNH/CDK7/CEBPA/CREBZF/CTNNB1/DBP/DR1/E2F5/E2F8/GTF2E2/GTF2H1/GTF2H3/MED1/MED14/MED4/MNAT1/MXD3/NFATC2/NFE2L2/NFYB/POU2AF1/POU2F1/RFX5/SMAD3/SMAD4/TAF4B/TAF9/TAF9B,32
GO:0030175,CC,GO:0030175,filopodium,10/2761,28/8025,0.512801812,0.849280177,0.699445777,ACTA1/CD302/DYNC2I2/FMR1/FZD3/GAP43/MTM1/MYO6/RDX/SHTN1,10
GO:0031674,CC,GO:0031674,I band,11/2761,31/8025,0.517043433,0.849280177,0.699445777,CFL2/GGPS1/HRC/ITGB1BP2/KRT19/MYOZ1/POLR2M/SCN3B/SYNC/UNC45B/XIRP2,11
GO:0031985,CC,GO:0031985,Golgi cisterna,11/2761,31/8025,0.517043433,0.849280177,0.699445777,B4GALT3/B4GALT6/CSGALNACT2/FUT2/FUT8/GOLPH3L/GOLT1A/GOSR1/RAB21/SAR1B/YIPF6,11
GO:0097730,CC,GO:0097730,non-motile cilium,11/2761,31/8025,0.517043433,0.849280177,0.699445777,GLIS2/GNAT1/HNF1A/IFT52/LCA5/MAP1B/PEX6/PIP4K2A/PKD2/RAB27A/TOPORS,11
GO:0098858,CC,GO:0098858,actin-based cell projection,15/2761,43/8025,0.531032915,0.868769849,0.71549698,ACTA1/ANKS4B/CD302/DPEP1/DYNC2I2/FMR1/FOXA1/FZD3/GAP43/MTM1/MYO6/NHERF1/PAFAH1B1/RDX/SHTN1,15
GO:0000786,CC,GO:0000786,nucleosome,16/2761,46/8025,0.53400623,0.870153578,0.716636585,ACTB/ACTL6A/CENPA/H1-0/H1-10/H1-3/H1-8/H2AC20/H2BC21/H2BC5/H3C14/H3C4/HP1BP3/ING3/KAT6B/SHPRH,16
GO:0005667,CC,GO:0005667,transcription regulator complex,60/2761,175/8025,0.542227524,0.880043879,0.724781987,ADNP/ARID4A/ARNT2/BATF2/BCL9/CBX3/CBX5/CCNH/CDK7/CEBPA/CREBZF/CTBP2/CTNNB1/DBP/DR1/E2F5/E2F8/GATA1/GATA6/GMNN/GPS2/GTF2E2/GTF2H1/GTF2H3/GTF3C3/GTF3C6/H1-0/HDAC2/HNF1A/HOXA9/HOXB13/JUN/LHX1/MED1/MED14/MED4/MNAT1/MXD3/NFATC2/NFATC4/NFE2L2/NFYB/NR4A2/POU2AF1/POU2F1/POU3F2/PROP1/RBBP7/RBPJ/RFX5/SIX4/SMAD3/SMAD4/SMAD9/SNAPC1/SNAPC3/SOX4/TAF4B/TAF9/TAF9B,60
GO:0008180,CC,GO:0008180,COP9 signalosome,4/2761,11/8025,0.557914439,0.898117773,0.739667192,COPS4/COPS5/FLOT1/HSPA1L,4
GO:0031201,CC,GO:0031201,SNARE complex,4/2761,11/8025,0.557914439,0.898117773,0.739667192,BLOC1S6/GOSR1/SNAP23/STX17,4
GO:0005637,CC,GO:0005637,nuclear inner membrane,6/2761,17/8025,0.559951179,0.898117773,0.739667192,ARL6IP6/LEMD3/LMNB1/NEMP1/NRM/TMX4,6
GO:0044297,CC,GO:0044297,cell body,32/2761,94/8025,0.568537319,0.906073822,0.746219594,ACTA1/APP/BMPR2/CCT2/DPYSL2/FMR1/FZD3/GAP43/GHRH/HDAC6/HSP90AA1/HSPA1L/INPP5F/KCND3/KCNE3/KCNN1/KLHL14/KREMEN1/MAP1B/P2RY12/PAFAH1B1/PNOC/POLR2M/PRKAA2/RPS6/RUFY3/SHTN1/SLC12A2/SLC1A1/SNCG/SYN1/ZC4H2,32
GO:0001669,CC,GO:0001669,acrosomal vesicle,12/2761,35/8025,0.56934223,0.906073822,0.746219594,ATP6V0A2/CALCR/CAV2/CCDC62/DLD/DYNLT4/HEXB/IQUB/RCBTB2/SNAPIN/SPESP1/TSSK2,12
GO:0031965,CC,GO:0031965,nuclear membrane,26/2761,77/8025,0.589839235,0.935055221,0.770087944,ALOX5AP/AMBP/ARL6IP6/GATA6/GRK5/GTF3C3/KLHDC2/KPNB1/LEMD3/LMNB1/LTC4S/MINDY3/MYO6/NEMP1/NRM/NUP85/PAFAH1B1/PHF8/RETSAT/SENP1/SPAST/SUMO1/TMEM168/TMX4/UTP18/ZBTB1,26
GO:0030018,CC,GO:0030018,Z disc,10/2761,30/8025,0.616821666,0.968844948,0.797916313,CFL2/GGPS1/HRC/ITGB1BP2/KRT19/MYOZ1/SCN3B/SYNC/UNC45B/XIRP2,10
GO:0097731,CC,GO:0097731,9+0 non-motile cilium,9/2761,27/8025,0.617926293,0.968844948,0.797916313,GNAT1/HNF1A/IFT52/LCA5/MAP1B/PEX6/PIP4K2A/RAB27A/TOPORS,9
GO:0032580,CC,GO:0032580,Golgi cisterna membrane,8/2761,24/8025,0.619535096,0.968844948,0.797916313,B4GALT3/B4GALT6/CSGALNACT2/FUT2/FUT8/GOLPH3L/RAB21/SAR1B,8
GO:0001750,CC,GO:0001750,photoreceptor outer segment,5/2761,15/8025,0.629957382,0.968844948,0.797916313,GNAT1/HNF1A/MAP1B/PIP4K2A/RAB27A,5
GO:0033116,CC,GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane,5/2761,15/8025,0.629957382,0.968844948,0.797916313,ERGIC2/MPPE1/STING1/TMED5/TMED7,5
GO:0005773,CC,GO:0005773,vacuole,64/2761,191/8025,0.630933188,0.968844948,0.797916313,AP5M1/ASAH1/ATG12/ATP6AP2/ATP6V0A1/ATP6V0A2/ATP6V1A/ATP6V1G2/AZU1/BECN1/BORCS7/CD164/CHMP2B/CLN3/CLN5/CTSK/DEPDC5/DRAM2/HEXB/HPS4/IFNAR1/LAMP2/MANBA/MEAK7/MFSD1/MIOS/MTMR2/MTOR/NCOA4/NCSTN/NEU2/NPRL2/NPRL3/OPTN/PIK3C3/PIP4K2A/RAB27A/RAB3A/RAB9A/RRAGC/SCARB2/SH3GLB1/SIAE/SLA-DMB/SLC17A5/SLC38A9/SLC39A8/SLC46A3/SNAP23/STING1/STX17/TASL/TM4SF5/TM6SF1/TMEM106B/TMEM138/TMEM192/TMEM63A/TPP1/TRIM23/VPS11/VPS26A/VPS33A/VPS41,64
GO:0000791,CC,GO:0000791,euchromatin,4/2761,12/8025,0.63721098,0.968844948,0.797916313,AFF4/CBX3/H1-0/TRNP1,4
GO:0005753,CC,GO:0005753,mitochondrial proton-transporting ATP synthase complex,4/2761,12/8025,0.63721098,0.968844948,0.797916313,ATP5ME/ATP5PB/ATP6/ATP8,4
GO:0016471,CC,GO:0016471,vacuolar proton-transporting V-type ATPase complex,4/2761,12/8025,0.63721098,0.968844948,0.797916313,ATP6V0A1/ATP6V0A2/ATP6V1A/ATP6V1G2,4
GO:0045263,CC,GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)",4/2761,12/8025,0.63721098,0.968844948,0.797916313,ATP5ME/ATP5PB/ATP6/ATP8,4
GO:0071007,CC,GO:0071007,U2-type catalytic step 2 spliceosome,4/2761,12/8025,0.63721098,0.968844948,0.797916313,CDC40/CDC5L/CWC22/PPIL1,4
GO:0043025,CC,GO:0043025,neuronal cell body,25/2761,76/8025,0.651317292,0.978177975,0.805602759,APP/DPYSL2/FMR1/FZD3/GAP43/GHRH/HDAC6/HSP90AA1/INPP5F/KCND3/KCNE3/KCNN1/KLHL14/KREMEN1/MAP1B/PAFAH1B1/PNOC/POLR2M/PRKAA2/RUFY3/SHTN1/SLC12A2/SLC1A1/SNCG/ZC4H2,25
GO:1990204,CC,GO:1990204,oxidoreductase complex,20/2761,61/8025,0.65175635,0.978177975,0.805602759,COX1/CYTB/DLAT/DLD/DUOX2/GMPR/GMPR2/GPD1/GPD1L/MRPS36/ND1/ND2/ND3/ND4/ND4L/ND5/ND6/NDUFA5/NDUFC1/PDHX,20
GO:0030017,CC,GO:0030017,sarcomere,18/2761,55/8025,0.65257842,0.978177975,0.805602759,ACTA1/CALM2/CALM3/CFL2/GGPS1/HRC/ITGB1BP2/KLHL41/KRT19/MYH7/MYOZ1/POLR2M/SCN3B/SYNC/TNNI1/TNNI3/UNC45B/XIRP2,18
GO:0043235,CC,GO:0043235,receptor complex,32/2761,97/8025,0.652915861,0.978177975,0.805602759,ADRA2A/APP/BMPR1A/CACNG7/DDR1/DLG3/GP9/GPR63/HTR2B/IGF1R/IL12RB2/IL18RAP/IL6R/ITGA2B/ITGA4/ITGAV/ITGB1/ITGB5/ITGB6/JAK2/MET/NTRK3/PORCN/PRLR/PTPN6/RAMP1/RAMP2/TAS1R3/TGFBR1/TLR6/TRAF5/TRAF6,32
GO:0150034,CC,GO:0150034,distal axon,14/2761,43/8025,0.656120346,0.97939132,0.806602039,ACTB/APP/DTNBP1/FMR1/GAP43/GHRH/MAP3K12/NTS/PNOC/PRSS12/RAB5A/SCGN/SLC18A2/TPBG,14
GO:0005793,CC,GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,10/2761,31/8025,0.664335111,0.988047492,0.813731045,COPB1/ERGIC2/GNPNAT1/MPPE1/STING1/STX17/TMED10/TMED5/TMED6/TMED7,10
GO:0036064,CC,GO:0036064,ciliary basal body,9/2761,28/8025,0.667722101,0.989486736,0.81491637,BBS5/CFAP206/DYNC2I2/FANK1/HDAC6/IFT52/NEDD9/PKD2/TOPORS,9
GO:0005759,CC,GO:0005759,mitochondrial matrix,34/2761,104/8025,0.679183102,0.999645379,0.823282773,ACADL/ACADM/ACSM3/AK3/BCKDK/CBR2/CCNB1/CHCHD1/CS/DBT/DLAT/DLD/ETFA/FASTKD2/GUF1/HSPA9/LACTB2/LYRM7/MMUT/MRPL3/MRPS36/NFS1/PCCB/PDHX/PDK1/PDK3/PDK4/SARDH/SUPV3L1/TEFM/TFAM/TP53/TRMT10C/TRMT5,34
GO:0000323,CC,GO:0000323,lytic vacuole,52/2761,158/8025,0.683322339,0.999645379,0.823282773,AP5M1/ASAH1/ATP6AP2/ATP6V1A/AZU1/BORCS7/CD164/CHMP2B/CLN3/CLN5/CTSK/DEPDC5/DRAM2/HEXB/HPS4/IFNAR1/LAMP2/MANBA/MEAK7/MFSD1/MIOS/MTOR/NCOA4/NCSTN/NEU2/NPRL2/NPRL3/PIP4K2A/RAB27A/RAB3A/RAB9A/RRAGC/SCARB2/SIAE/SLA-DMB/SLC17A5/SLC38A9/SLC39A8/SLC46A3/SNAP23/TASL/TM4SF5/TM6SF1/TMEM106B/TMEM192/TMEM63A/TPP1/TRIM23/VPS11/VPS26A/VPS33A/VPS41,52
GO:0005764,CC,GO:0005764,lysosome,52/2761,158/8025,0.683322339,0.999645379,0.823282773,AP5M1/ASAH1/ATP6AP2/ATP6V1A/AZU1/BORCS7/CD164/CHMP2B/CLN3/CLN5/CTSK/DEPDC5/DRAM2/HEXB/HPS4/IFNAR1/LAMP2/MANBA/MEAK7/MFSD1/MIOS/MTOR/NCOA4/NCSTN/NEU2/NPRL2/NPRL3/PIP4K2A/RAB27A/RAB3A/RAB9A/RRAGC/SCARB2/SIAE/SLA-DMB/SLC17A5/SLC38A9/SLC39A8/SLC46A3/SNAP23/TASL/TM4SF5/TM6SF1/TMEM106B/TMEM192/TMEM63A/TPP1/TRIM23/VPS11/VPS26A/VPS33A/VPS41,52
GO:0033177,CC,GO:0033177,"proton-transporting two-sector ATPase complex, proton-transporting domain",6/2761,19/8025,0.684353805,0.999645379,0.823282773,ATP5ME/ATP5PB/ATP6/ATP6V0A1/ATP6V0A2/ATP8,6
GO:0030139,CC,GO:0030139,endocytic vesicle,16/2761,50/8025,0.69011321,1,0.823574829,AP2B1/APPL1/APPL2/BECN1/DPP4/INPP5F/MTOR/PLD1/RAB11A/RAB11FIP4/RAB14/RAB32/RAB39A/RAB5A/RAB9A/SIGLEC1,16
GO:0044232,CC,GO:0044232,organelle membrane contact site,5/2761,16/8025,0.693666638,1,0.823574829,ACSL4/AHCYL1/GRAMD1B/GRAMD1C/STX17,5
GO:0005795,CC,GO:0005795,Golgi stack,12/2761,38/8025,0.700214947,1,0.823574829,B4GALT3/B4GALT6/CSGALNACT2/FUT2/FUT8/GOLPH3L/GOLT1A/GOSR1/NSF/RAB21/SAR1B/YIPF6,12
GO:0031256,CC,GO:0031256,leading edge membrane,11/2761,35/8025,0.703892852,1,0.823574829,AIF1L/ATP6AP2/BMX/DPP4/HIP1R/ITGB1/ITGB7/ITGB8/MYO6/PLEKHA1/PSD3,11
GO:0005921,CC,GO:0005921,gap junction,4/2761,13/8025,0.706562055,1,0.823574829,GJA1/GJA10/GJB1/SPECC1L,4
GO:0044291,CC,GO:0044291,cell-cell contact zone,4/2761,13/8025,0.706562055,1,0.823574829,FLOT1/GJA1/RANGRF/RAP2C,4
GO:0030677,CC,GO:0030677,ribonuclease P complex,3/2761,10/8025,0.725488434,1,0.823574829,RPP25/RPP30/TRMT10C,3
GO:0036379,CC,GO:0036379,myofilament,3/2761,10/8025,0.725488434,1,0.823574829,ACTA1/TNNI1/TNNI3,3
